filepath,line_number,string_content,category,surrounding_code
lib\data\models\of_order_model.g.dart,99,actualQuantity,INTERNAL,'actualQuantity': instance.actualQua
lib\data\models\of_order_model.g.dart,100,goodQuantity,INTERNAL,'goodQuantity': instance.goodQuant
lib\data\models\of_order_model.g.dart,101,rejectedQuantity,INTERNAL,'rejectedQuantity': instance.rejectedQ
lib\data\models\of_order_model.g.dart,102,allocatedBudget,INTERNAL,'allocatedBudget': instance.allocated
lib\data\models\of_order_model.g.dart,103,actualCost,INTERNAL,'actualCost': instance.actualCos
lib\data\models\of_order_model.g.dart,104,createdAt,INTERNAL,'createdAt': instance.createdAt
lib\data\models\of_order_model.g.dart,105,updatedAt,INTERNAL,'updatedAt': instance.updatedAt
lib\data\models\of_order_model.g.dart,106,createdBy,INTERNAL,'createdBy': instance.createdBy
lib\data\models\of_order_model.g.dart,107,updatedBy,INTERNAL,'updatedBy': instance.updatedBy
lib\data\models\of_order_model.g.dart,108,version,KEYS,"'version': instance.version,"
lib\data\models\of_order_model.g.dart,109,metadata,KEYS,"'metadata': instance.metadata,"
lib\data\models\of_order_model.g.dart,113,draft,KEYS,"fOrderStatus.draft: 'draft',"
lib\data\models\of_order_model.g.dart,114,planned,KEYS,"rderStatus.planned: 'planned',"
lib\data\models\of_order_model.g.dart,115,materialWaiting,INTERNAL,"us.materialWaiting: 'materialWaiting',"
lib\data\models\of_order_model.g.dart,116,inProgress,INTERNAL,"rStatus.inProgress: 'inProgress',"
lib\data\models\of_order_model.g.dart,117,qualityCheck,INTERNAL,"tatus.qualityCheck: 'qualityCheck',"
lib\data\models\of_order_model.g.dart,118,completed,KEYS,"erStatus.completed: 'completed',"
lib\data\models\of_order_model.g.dart,119,delivered,KEYS,"erStatus.delivered: 'delivered',"
lib\data\models\of_order_model.g.dart,120,cancelled,KEYS,"erStatus.cancelled: 'cancelled',"
lib\data\models\of_order_model.g.dart,124,low,KEYS,"fOrderPriority.low: 'low',"
lib\data\models\of_order_model.g.dart,125,normal,KEYS,"derPriority.normal: 'normal',"
lib\data\models\of_order_model.g.dart,126,high,KEYS,"OrderPriority.high: 'high',"
lib\data\models\of_order_model.g.dart,127,urgent,KEYS,"derPriority.urgent: 'urgent',"
lib\data\models\of_order_model.g.dart,131,pending,KEYS,"lityStatus.pending: 'pending',"
lib\data\models\of_order_model.g.dart,132,inProgress,INTERNAL,"yStatus.inProgress: 'inProgress',"
lib\data\models\of_order_model.g.dart,133,passed,KEYS,"alityStatus.passed: 'passed',"
lib\data\models\of_order_model.g.dart,134,failed,KEYS,"alityStatus.failed: 'failed',"
lib\data\models\of_order_model.g.dart,135,rework,KEYS,"alityStatus.rework: 'rework',"
lib\data\models\of_order_model.g.dart,140,id,KEYS,"id: json['id'] as String,"
lib\data\models\of_order_model.g.dart,141,content,KEYS,"content: json['content'] as String,"
lib\data\models\of_order_model.g.dart,142,authorId,INTERNAL,"authorId: json['authorId'] as String,"
lib\data\models\of_order_model.g.dart,143,timestamp,KEYS,"DateTime.parse(json['timestamp'] as String),"
lib\data\models\of_order_model.g.dart,149,id,KEYS,"'id': instance.id,"
lib\data\models\of_order_model.g.dart,150,content,KEYS,"'content': instance.content,"
lib\data\models\of_order_model.g.dart,151,authorId,INTERNAL,"'authorId': instance.authorId,"
lib\data\models\of_order_model.g.dart,152,timestamp,KEYS,'timestamp': instance.timestamp
lib\data\models\of_order_model.g.dart,157,id,KEYS,"id: json['id'] as String,"
lib\data\models\of_order_model.g.dart,158,checkpoint,KEYS,"checkpoint: json['checkpoint'] as String,"
lib\data\models\of_order_model.g.dart,159,passed,KEYS,"passed: json['passed'] as bool,"
lib\data\models\of_order_model.g.dart,160,notes,KEYS,"notes: json['notes'] as String?,"
lib\data\models\of_order_model.g.dart,161,inspectorId,INTERNAL,"inspectorId: json['inspectorId'] as String,"
lib\data\models\of_order_model.g.dart,162,timestamp,KEYS,"DateTime.parse(json['timestamp'] as String),"
lib\data\models\of_order_model.g.dart,167,id,KEYS,"'id': instance.id,"
lib\data\models\of_order_model.g.dart,168,checkpoint,KEYS,'checkpoint': instance.checkpoin
lib\data\models\of_order_model.g.dart,169,passed,KEYS,"'passed': instance.passed,"
lib\data\models\of_order_model.g.dart,170,notes,KEYS,"'notes': instance.notes,"
lib\data\models\of_order_model.g.dart,171,inspectorId,INTERNAL,'inspectorId': instance.inspector
lib\data\models\of_order_model.g.dart,172,timestamp,KEYS,'timestamp': instance.timestamp
lib\data\models\signalement_model.dart,4,signalement_model.freezed.dart,UI_VISIBLE,part 'signalement_model.freezed.dart';
lib\data\models\signalement_model.dart,5,signalement_model.g.dart,UI_VISIBLE,part 'signalement_model.g.dart';
lib\data\models\signalement_model.dart,174,Brouillon,INTERNAL,return 'Brouillon';
lib\data\models\signalement_model.dart,176,Soumis,INTERNAL,return 'Soumis';
lib\data\models\signalement_model.dart,178,En cours,UI_VISIBLE,return 'En cours';
lib\data\models\signalement_model.dart,180,Résolu,INTERNAL,return 'Résolu';
lib\data\models\signalement_model.dart,182,Fermé,INTERNAL,return 'Fermé';
lib\data\models\signalement_model.dart,184,Annulé,INTERNAL,return 'Annulé';
lib\data\models\signalement_model.dart,192,Faible,INTERNAL,return 'Faible';
lib\data\models\signalement_model.dart,194,Moyen,INTERNAL,return 'Moyen';
lib\data\models\signalement_model.dart,196,Élevé,INTERNAL,return 'Élevé';
lib\data\models\signalement_model.dart,198,Critique,INTERNAL,return 'Critique';
lib\data\models\signalement_model.dart,206,Qualité,INTERNAL,return 'Qualité';
lib\data\models\signalement_model.dart,208,Équipement,INTERNAL,return 'Équipement';
lib\data\models\signalement_model.dart,210,Matériau,INTERNAL,return 'Matériau';
lib\data\models\signalement_model.dart,212,Processus,INTERNAL,return 'Processus';
lib\data\models\signalement_model.dart,214,Sécurité,INTERNAL,return 'Sécurité';
lib\data\models\signalement_model.dart,216,Autre,INTERNAL,return 'Autre';
lib\data\models\signalement_model.dart,232,lastStatusUpdate,INTERNAL,'lastStatusUpdate': now.toIso8601Strin
lib\data\models\signalement_model.dart,233,lastUpdatedBy,INTERNAL,"(updatedBy != null) 'lastUpdatedBy': updatedBy,"
lib\data\models\signalement_model.dart,245,assignedAt,INTERNAL,'assignedAt': DateTime.now().toI
lib\data\models\signalement_model.dart,246,assignedBy,INTERNAL,"'assignedBy': userId,"
lib\data\models\signalement_model.dart,260,resolvedAt,INTERNAL,'resolvedAt': DateTime.now().toI
lib\data\models\signalement_model.dart,261,resolvedBy,INTERNAL,"resolvedBy != null) 'resolvedBy': resolvedBy,"
lib\data\models\signalement_model.dart,269,id,KEYS,"'id': id,"
lib\data\models\signalement_model.dart,270,title,KEYS,"'title': title,"
lib\data\models\signalement_model.dart,271,priority,KEYS,"'priority': priority.name,"
lib\data\models\signalement_model.dart,272,status,KEYS,"'status': status.name,"
lib\data\models\signalement_model.dart,273,category,KEYS,"'category': category.name,"
lib\data\models\signalement_model.dart,274,createdBy,INTERNAL,"'createdBy': createdBy,"
lib\data\models\signalement_model.dart,275,assignedTo,INTERNAL,"'assignedTo': assignedTo,"
lib\data\models\signalement_model.dart,276,ofNumber,INTERNAL,"'ofNumber': ofNumber,"
lib\data\models\signalement_model.dart,277,createdAt,INTERNAL,'createdAt': createdAt.toIso860
lib\data\models\signalement_model.dart,278,isOverdue,INTERNAL,"'isOverdue': isOverdue,"
lib\data\models\signalement_model.dart,279,daysSinceCreation,INTERNAL,"'daysSinceCreation': daysSinceCreation,"
lib\data\models\signalement_model.dart,287,description,KEYS,"'description': description,"
lib\data\models\signalement_model.dart,288,location,KEYS,"'location': location,"
lib\data\models\signalement_model.dart,289,equipment,KEYS,"'equipment': equipment,"
lib\data\models\signalement_model.dart,290,materialBatch,INTERNAL,"'materialBatch': materialBatch,"
lib\data\models\signalement_model.dart,291,expectedResolutionDate,INTERNAL,'expectedResolutionDate': expectedResolution
lib\data\models\signalement_model.dart,292,actualResolutionDate,INTERNAL,'actualResolutionDate': actualResolutionDa
lib\data\models\signalement_model.dart,293,resolutionNotes,INTERNAL,"'resolutionNotes': resolutionNotes,"
lib\data\models\signalement_model.dart,294,updatedAt,INTERNAL,'updatedAt': updatedAt.toIso860
lib\data\models\signalement_model.dart,295,version,KEYS,"'version': version,"
lib\data\models\signalement_model.dart,296,metadata,KEYS,"'metadata': metadata,"
lib\data\models\signalement_model.freezed.dart,6,signalement_model.dart,UI_VISIBLE,part of 'signalement_model.dart';
lib\data\models\signalement_model.freezed.dart,15,It seems like you constructed your class using `MyClass._()`. This constructor is only meant to be used by freezed and you are not supposed to need it nor use it.\nPlease check the documentation here for more information: https://github.com/rrousselGit/freezed#[REDACTED],UI_VISIBLE,'It seems like you constructed your class using `MyClass._()`. This constructor is only meant to be used by freezed and you are not supposed to need it nor use it.\nPlease check the documentation here for more information: https://github.com/rrousselGit/freezed#[REDACTED]');
lib\data\models\signalement_model.freezed.dart,130,vm:prefer-inline,UI_VISIBLE,@pragma('vm:prefer-inline')
lib\data\models\signalement_model.freezed.dart,274,vm:prefer-inline,UI_VISIBLE,@pragma('vm:prefer-inline')
lib\data\models\signalement_model.freezed.dart,494,"Signalement(id: $id, title: $title, description: $description, priority: $priority, status: $status, category: $category, createdBy: $createdBy, assignedTo: $assignedTo, ofNumber: $ofNumber, location: $location, equipment: $equipment, materialBatch: $materialBatch, expectedResolutionDate: $expectedResolutionDate, actualResolutionDate: $actualResolutionDate, resolutionNotes: $resolutionNotes, createdAt: $createdAt, updatedAt: $updatedAt, version: $version, metadata: $metadata)",UI_VISIBLE,"return 'Signalement(id: $id, title: $title, description: $description, priority: $priority, status: $status, category: $category, createdBy: $createdBy, assignedTo: $assignedTo, ofNumber: $ofNumber, location: $location, equipment: $equipment, materialBatch: $materialBatch, expectedResolutionDate: $expectedResolutionDate, actualResolutionDate: $actualResolutionDate, resolutionNotes: $resolutionNotes, createdAt: $createdAt, updatedAt: $updatedAt, version: $version, metadata: $metadata)';"
lib\data\models\signalement_model.freezed.dart,566,vm:prefer-inline,UI_VISIBLE,@pragma('vm:prefer-inline')
lib\data\models\signalement_model.g.dart,3,signalement_model.dart,UI_VISIBLE,part of 'signalement_model.dart';
lib\data\models\signalement_model.g.dart,11,id,KEYS,"id: json['id'] as String,"
lib\data\models\signalement_model.g.dart,12,title,KEYS,"title: json['title'] as String,"
lib\data\models\signalement_model.g.dart,13,description,KEYS,"description: json['description'] as String,"
lib\data\models\signalement_model.g.dart,14,priority,KEYS,"iorityEnumMap, json['priority']),"
lib\data\models\signalement_model.g.dart,15,status,KEYS,"StatusEnumMap, json['status']),"
lib\data\models\signalement_model.g.dart,16,category,KEYS,"tegoryEnumMap, json['category']),"
lib\data\models\signalement_model.g.dart,17,createdBy,INTERNAL,"createdBy: json['createdBy'] as String,"
lib\data\models\signalement_model.g.dart,18,assignedTo,INTERNAL,"assignedTo: json['assignedTo'] as String?,"
lib\data\models\signalement_model.g.dart,19,ofNumber,INTERNAL,"ofNumber: json['ofNumber'] as String?,"
lib\data\models\signalement_model.g.dart,20,location,KEYS,"location: json['location'] as String?,"
lib\data\models\signalement_model.g.dart,21,equipment,KEYS,"equipment: json['equipment'] as String?,"
lib\data\models\signalement_model.g.dart,22,materialBatch,INTERNAL,"materialBatch: json['materialBatch'] as String?,"
lib\data\models\signalement_model.g.dart,23,expectedResolutionDate,INTERNAL,esolutionDate: json['expectedResolutionDate'] == null
lib\data\models\signalement_model.g.dart,25,expectedResolutionDate,INTERNAL,"DateTime.parse(json['expectedResolutionDate'] as String),"
lib\data\models\signalement_model.g.dart,26,actualResolutionDate,INTERNAL,esolutionDate: json['actualResolutionDate'] == null
lib\data\models\signalement_model.g.dart,28,actualResolutionDate,INTERNAL,"DateTime.parse(json['actualResolutionDate'] as String),"
lib\data\models\signalement_model.g.dart,29,resolutionNotes,INTERNAL,"solutionNotes: json['resolutionNotes'] as String?,"
lib\data\models\signalement_model.g.dart,30,createdAt,INTERNAL,"DateTime.parse(json['createdAt'] as String),"
lib\data\models\signalement_model.g.dart,31,updatedAt,INTERNAL,"DateTime.parse(json['updatedAt'] as String),"
lib\data\models\signalement_model.g.dart,32,version,KEYS,version: (json['version'] as num?)?.toInt()
lib\data\models\signalement_model.g.dart,33,metadata,KEYS,"metadata: json['metadata'] as Map<String, dyn"
lib\data\models\signalement_model.g.dart,38,id,KEYS,"'id': instance.id,"
lib\data\models\signalement_model.g.dart,39,title,KEYS,"'title': instance.title,"
lib\data\models\signalement_model.g.dart,40,description,KEYS,'description': instance.descripti
lib\data\models\signalement_model.g.dart,41,priority,KEYS,'priority': _$SignalementPrior
lib\data\models\signalement_model.g.dart,42,status,KEYS,'status': _$SignalementStatu
lib\data\models\signalement_model.g.dart,43,category,KEYS,'category': _$SignalementCateg
lib\data\models\signalement_model.g.dart,44,createdBy,INTERNAL,'createdBy': instance.createdBy
lib\data\models\signalement_model.g.dart,45,assignedTo,INTERNAL,'assignedTo': instance.assignedT
lib\data\models\signalement_model.g.dart,46,ofNumber,INTERNAL,"'ofNumber': instance.ofNumber,"
lib\data\models\signalement_model.g.dart,47,location,KEYS,"'location': instance.location,"
lib\data\models\signalement_model.g.dart,48,equipment,KEYS,'equipment': instance.equipment
lib\data\models\signalement_model.g.dart,49,materialBatch,INTERNAL,'materialBatch': instance.materialB
lib\data\models\signalement_model.g.dart,50,expectedResolutionDate,INTERNAL,'expectedResolutionDate':
lib\data\models\signalement_model.g.dart,52,actualResolutionDate,INTERNAL,'actualResolutionDate': instance.actualRes
lib\data\models\signalement_model.g.dart,53,resolutionNotes,INTERNAL,'resolutionNotes': instance.resolutio
lib\data\models\signalement_model.g.dart,54,createdAt,INTERNAL,'createdAt': instance.createdAt
lib\data\models\signalement_model.g.dart,55,updatedAt,INTERNAL,'updatedAt': instance.updatedAt
lib\data\models\signalement_model.g.dart,56,version,KEYS,"'version': instance.version,"
lib\data\models\signalement_model.g.dart,57,metadata,KEYS,"'metadata': instance.metadata,"
lib\data\models\signalement_model.g.dart,61,low,KEYS,"lementPriority.low: 'low',"
lib\data\models\signalement_model.g.dart,62,medium,KEYS,"entPriority.medium: 'medium',"
lib\data\models\signalement_model.g.dart,63,high,KEYS,"ementPriority.high: 'high',"
lib\data\models\signalement_model.g.dart,64,critical,KEYS,"tPriority.critical: 'critical',"
lib\data\models\signalement_model.g.dart,68,draft,KEYS,"lementStatus.draft: 'draft',"
lib\data\models\signalement_model.g.dart,69,submitted,KEYS,"ntStatus.submitted: 'submitted',"
lib\data\models\signalement_model.g.dart,70,inProgress,INTERNAL,"tStatus.inProgress: 'inProgress',"
lib\data\models\signalement_model.g.dart,71,resolved,KEYS,"entStatus.resolved: 'resolved',"
lib\data\models\signalement_model.g.dart,72,closed,KEYS,"ementStatus.closed: 'closed',"
lib\data\models\signalement_model.g.dart,73,cancelled,KEYS,"ntStatus.cancelled: 'cancelled',"
lib\data\models\signalement_model.g.dart,77,quality,KEYS,"ntCategory.quality: 'quality',"
lib\data\models\signalement_model.g.dart,78,equipment,KEYS,"Category.equipment: 'equipment',"
lib\data\models\signalement_model.g.dart,79,material,KEYS,"tCategory.material: 'material',"
lib\data\models\signalement_model.g.dart,80,process,KEYS,"ntCategory.process: 'process',"
lib\data\models\signalement_model.g.dart,81,safety,KEYS,"entCategory.safety: 'safety',"
lib\data\models\signalement_model.g.dart,82,other,KEYS,"mentCategory.other: 'other',"
lib\data\models\user_model.dart,3,user_model.freezed.dart,UI_VISIBLE,part 'user_model.freezed.dart';
lib\data\models\user_model.dart,4,user_model.g.dart,UI_VISIBLE,part 'user_model.g.dart';
lib\data\models\user_model.freezed.dart,6,user_model.dart,UI_VISIBLE,part of 'user_model.dart';
lib\data\models\user_model.freezed.dart,15,It seems like you constructed your class using `MyClass._()`. This constructor is only meant to be used by freezed and you are not supposed to need it nor use it.\nPlease check the documentation here for more information: https://github.com/rrousselGit/freezed#[REDACTED],UI_VISIBLE,'It seems like you constructed your class using `MyClass._()`. This constructor is only meant to be used by freezed and you are not supposed to need it nor use it.\nPlease check the documentation here for more information: https://github.com/rrousselGit/freezed#[REDACTED]');
lib\data\models\user_model.freezed.dart,71,vm:prefer-inline,UI_VISIBLE,@pragma('vm:prefer-inline')
lib\data\models\user_model.freezed.dart,153,vm:prefer-inline,UI_VISIBLE,@pragma('vm:prefer-inline')
lib\data\models\user_model.freezed.dart,255,"User(userId: $userId, displayName: $displayName, email: $email, role: $role, emailVerified: $emailVerified, createdAt: $createdAt, lastSignInAt: $lastSignInAt, version: $version, metadata: $metadata)",UI_VISIBLE,"return 'User(userId: $userId, displayName: $displayName, email: $email, role: $role, emailVerified: $emailVerified, createdAt: $createdAt, lastSignInAt: $lastSignInAt, version: $version, metadata: $metadata)';"
lib\data\models\user_model.freezed.dart,296,vm:prefer-inline,UI_VISIBLE,@pragma('vm:prefer-inline')
lib\data\models\user_model.g.dart,3,user_model.dart,UI_VISIBLE,part of 'user_model.dart';
lib\data\models\user_model.g.dart,10,userId,INTERNAL,"userId: json['userId'] as String,"
lib\data\models\user_model.g.dart,11,displayName,INTERNAL,"displayName: json['displayName'] as String,"
lib\data\models\user_model.g.dart,12,email,KEYS,"email: json['email'] as String,"
lib\data\models\user_model.g.dart,13,role,KEYS,"eModelEnumMap, json['role']),"
lib\data\models\user_model.g.dart,14,emailVerified,INTERNAL,"emailVerified: json['emailVerified'] as bool? ?? false,"
lib\data\models\user_model.g.dart,15,createdAt,INTERNAL,createdAt: json['createdAt'] == null
lib\data\models\user_model.g.dart,17,createdAt,INTERNAL,"DateTime.parse(json['createdAt'] as String),"
lib\data\models\user_model.g.dart,18,lastSignInAt,INTERNAL,lastSignInAt: json['lastSignInAt'] == null
lib\data\models\user_model.g.dart,20,lastSignInAt,INTERNAL,"DateTime.parse(json['lastSignInAt'] as String),"
lib\data\models\user_model.g.dart,21,version,KEYS,version: (json['version'] as num?)?.toInt()
lib\data\models\user_model.g.dart,22,metadata,KEYS,"metadata: json['metadata'] as Map<String, dyn"
lib\data\models\user_model.g.dart,27,userId,INTERNAL,"'userId': instance.userId,"
lib\data\models\user_model.g.dart,28,displayName,INTERNAL,'displayName': instance.displayNa
lib\data\models\user_model.g.dart,29,email,KEYS,"'email': instance.email,"
lib\data\models\user_model.g.dart,30,role,KEYS,'role': _$UserRoleModelEnu
lib\data\models\user_model.g.dart,31,emailVerified,INTERNAL,'emailVerified': instance.emailVeri
lib\data\models\user_model.g.dart,32,createdAt,INTERNAL,'createdAt': instance.createdAt
lib\data\models\user_model.g.dart,33,lastSignInAt,INTERNAL,'lastSignInAt': instance.lastSignI
lib\data\models\user_model.g.dart,34,version,KEYS,"'version': instance.version,"
lib\data\models\user_model.g.dart,35,metadata,KEYS,"'metadata': instance.metadata,"
lib\data\models\user_model.g.dart,39,operateur,KEYS,"oleModel.operateur: 'operateur',"
lib\data\models\user_model.g.dart,40,controle,KEYS,"RoleModel.controle: 'controle',"
lib\data\models\user_model.g.dart,41,admin,KEYS,"serRoleModel.admin: 'admin',"
lib\data\repositories\material_repository_impl.dart,19,materials,KEYS,tring _collection = 'materials';
lib\data\repositories\material_repository_impl.dart,139,type,KEYS,"ery) => query.where('type', isEqualTo: type.na"
lib\data\repositories\of_order_repository_impl.dart,1,package:dartz/dartz.dart,KEYS,﻿import 'package:dartz/dartz.dart';
lib\data\repositories\of_order_repository_impl.dart,18,of_orders,KEYS,tring _collection = 'of_orders';
lib\data\repositories\of_order_repository_impl.dart,155,not_found,KEYS,throw Exception('not_found');
lib\data\repositories\of_order_repository_impl.dart,159,status,KEYS,urrentStatus = data['status'] as String? ?? '';
lib\data\repositories\of_order_repository_impl.dart,163,statusUpdateHistory,INTERNAL,ry = List.from(data['statusUpdateHistory'] ?? []);
lib\data\repositories\of_order_repository_impl.dart,165,from,KEYS,"'from': currentStatus,"
lib\data\repositories\of_order_repository_impl.dart,166,to,KEYS,"'to': newStatus.name,"
lib\data\repositories\of_order_repository_impl.dart,167,timestamp,KEYS,"'timestamp': now,"
lib\data\repositories\of_order_repository_impl.dart,168,updatedBy,INTERNAL,"'updatedBy': updatedBy,"
lib\data\repositories\of_order_repository_impl.dart,172,status,KEYS,"'status': newStatus.name,"
lib\data\repositories\of_order_repository_impl.dart,173,updatedAt,INTERNAL,"'updatedAt': now,"
lib\data\repositories\of_order_repository_impl.dart,174,updatedBy,INTERNAL,"'updatedBy': updatedBy,"
lib\data\repositories\of_order_repository_impl.dart,175,statusUpdateHistory,INTERNAL,"'statusUpdateHistory': history,"
lib\data\repositories\of_order_repository_impl.dart,306,$_collection/$orderId/quality_checklist,KEYS,nal subcollection = '$_collection/$orderId/quality_checklist';
lib\data\repositories\of_order_repository_impl.dart,309,checked,KEYS,"(q) => q.where('checked', isEqualTo: false)."
lib\data\repositories\signalement_repository_impl.dart,1,package:dartz/dartz.dart,KEYS,﻿import 'package:dartz/dartz.dart';
lib\data\repositories\signalement_repository_impl.dart,18,signalements,KEYS,tring _collection = 'signalements';
lib\data\repositories\signalement_repository_impl.dart,115,status,KEYS,"ery) => query.where('status', isEqualTo: statusM"
lib\data\repositories\signalement_repository_impl.dart,136,priority,KEYS,"ery) => query.where('priority', isEqualTo: priorit"
lib\data\repositories\signalement_repository_impl.dart,154,assignedTo,INTERNAL,"ery) => query.where('assignedTo', isEqualTo: userId)"
lib\data\repositories\signalement_repository_impl.dart,171,createdBy,INTERNAL,"ery) => query.where('createdBy', isEqualTo: userId)"
lib\data\repositories\signalement_repository_impl.dart,189,category,KEYS,"ery) => query.where('category', isEqualTo: categor"
lib\data\repositories\user_repository_impl.dart,19,users,KEYS,tring _collection = 'users';
lib\data\repositories\user_repository_impl.dart,168,email,KEYS,"ery) => query.where('email', isEqualTo: email),"
lib\data\repositories\user_repository_impl.dart,187,role,KEYS,"ery) => query.where('role', isEqualTo: roleMod"
lib\data\repositories\user_repository_impl.dart,248,displayName,INTERNAL,"(q) => q.where('displayName', isEqualTo: query),"
lib\data\repositories\user_repository_impl.dart,253,email,KEYS,"(q) => q.where('email', isEqualTo: query),"
lib\domain\entities\material.dart,59,in,KEYS,"nal String type; // 'in', 'out', 'adjustment"
lib\domain\entities\material.dart,59,out,KEYS,"ring type; // 'in', 'out', 'adjustment'"
lib\domain\entities\material.dart,59,adjustment,KEYS,"pe; // 'in', 'out', 'adjustment'"
lib\domain\entities\material.dart,144,EUR,INTERNAL,"this.currency = 'EUR',"
lib\domain\entities\material.dart,275,Matière première,UI_VISIBLE,return 'Matière première';
lib\domain\entities\material.dart,277,Semi-fini,UI_VISIBLE,return 'Semi-fini';
lib\domain\entities\material.dart,279,Produit fini,UI_VISIBLE,return 'Produit fini';
lib\domain\entities\material.dart,281,Consommable,INTERNAL,return 'Consommable';
lib\domain\entities\material.dart,283,Emballage,INTERNAL,return 'Emballage';
lib\domain\entities\material.dart,285,Pièce de rechange,UI_VISIBLE,return 'Pièce de rechange';
lib\domain\entities\material.dart,293,Pièce,INTERNAL,return 'Pièce';
lib\domain\entities\material.dart,295,Kilogramme,INTERNAL,return 'Kilogramme';
lib\domain\entities\material.dart,297,Litre,INTERNAL,return 'Litre';
lib\domain\entities\material.dart,299,Mètre,INTERNAL,return 'Mètre';
lib\domain\entities\material.dart,301,Mètre carré,UI_VISIBLE,return 'Mètre carré';
lib\domain\entities\material.dart,303,Mètre cube,UI_VISIBLE,return 'Mètre cube';
lib\domain\entities\material.dart,305,Heure,INTERNAL,return 'Heure';
lib\domain\entities\material.dart,307,Jour,INTERNAL,return 'Jour';
lib\domain\entities\material.dart,309,Boîte,INTERNAL,return 'Boîte';
lib\domain\entities\material.dart,311,Palette,INTERNAL,return 'Palette';
lib\domain\entities\material.dart,319,En stock,UI_VISIBLE,return 'En stock';
lib\domain\entities\material.dart,321,Stock faible,UI_VISIBLE,return 'Stock faible';
lib\domain\entities\material.dart,323,Rupture de stock,UI_VISIBLE,return 'Rupture de stock';
lib\domain\entities\material.dart,325,En commande,UI_VISIBLE,return 'En commande';
lib\domain\entities\material.dart,371,adjustment,KEYS,"type: 'adjustment',"
lib\domain\entities\material.dart,388,in,KEYS,"type: 'in',"
lib\domain\entities\material.dart,406,out,KEYS,"type: 'out',"
lib\domain\entities\of_order.dart,274,Brouillon,INTERNAL,return 'Brouillon';
lib\domain\entities\of_order.dart,276,Planifié,INTERNAL,return 'Planifié';
lib\domain\entities\of_order.dart,278,En attente matériaux,UI_VISIBLE,return 'En attente matériaux';
lib\domain\entities\of_order.dart,280,En cours,UI_VISIBLE,return 'En cours';
lib\domain\entities\of_order.dart,282,Contrôle qualité,UI_VISIBLE,return 'Contrôle qualité';
lib\domain\entities\of_order.dart,284,Terminé,INTERNAL,return 'Terminé';
lib\domain\entities\of_order.dart,286,Livré,INTERNAL,return 'Livré';
lib\domain\entities\of_order.dart,288,Annulé,INTERNAL,return 'Annulé';
lib\domain\entities\of_order.dart,296,Faible,INTERNAL,return 'Faible';
lib\domain\entities\of_order.dart,298,Normal,INTERNAL,return 'Normal';
lib\domain\entities\of_order.dart,300,Élevé,INTERNAL,return 'Élevé';
lib\domain\entities\of_order.dart,302,Urgent,INTERNAL,return 'Urgent';
lib\domain\entities\of_order.dart,310,En attente,UI_VISIBLE,return 'En attente';
lib\domain\entities\of_order.dart,312,En cours,UI_VISIBLE,return 'En cours';
lib\domain\entities\of_order.dart,314,Réussi,INTERNAL,return 'Réussi';
lib\domain\entities\of_order.dart,316,Échoué,INTERNAL,return 'Échoué';
lib\domain\entities\of_order.dart,318,Retravaillé,INTERNAL,return 'Retravaillé';
lib\domain\entities\of_order.dart,347,statusUpdateHistory,INTERNAL,'statusUpdateHistory': [
lib\domain\entities\of_order.dart,348,statusUpdateHistory,INTERNAL,"...metadata['statusUpdateHistory'] ?? [],"
lib\domain\entities\of_order.dart,350,from,KEYS,"'from': status.name,"
lib\domain\entities\of_order.dart,351,to,KEYS,"'to': newStatus.name,"
lib\domain\entities\of_order.dart,352,timestamp,KEYS,'timestamp': now.toIso8601Strin
lib\domain\entities\of_order.dart,353,updatedBy,INTERNAL,"'updatedBy': updatedBy,"
lib\domain\entities\signalement.dart,144,Faible,INTERNAL,return 'Faible';
lib\domain\entities\signalement.dart,146,Moyen,INTERNAL,return 'Moyen';
lib\domain\entities\signalement.dart,148,Élevé,INTERNAL,return 'Élevé';
lib\domain\entities\signalement.dart,150,Critique,INTERNAL,return 'Critique';
lib\domain\entities\signalement.dart,158,Brouillon,INTERNAL,return 'Brouillon';
lib\domain\entities\signalement.dart,160,Soumis,INTERNAL,return 'Soumis';
lib\domain\entities\signalement.dart,162,En cours,UI_VISIBLE,return 'En cours';
lib\domain\entities\signalement.dart,164,Résolu,INTERNAL,return 'Résolu';
lib\domain\entities\signalement.dart,166,Fermé,INTERNAL,return 'Fermé';
lib\domain\entities\signalement.dart,168,Annulé,INTERNAL,return 'Annulé';
lib\domain\entities\signalement.dart,176,Qualité,INTERNAL,return 'Qualité';
lib\domain\entities\signalement.dart,178,Équipement,INTERNAL,return 'Équipement';
lib\domain\entities\signalement.dart,180,Matériau,INTERNAL,return 'Matériau';
lib\domain\entities\signalement.dart,182,Processus,INTERNAL,return 'Processus';
lib\domain\entities\signalement.dart,184,Sécurité,INTERNAL,return 'Sécurité';
lib\domain\entities\signalement.dart,186,Autre,INTERNAL,return 'Autre';
lib\domain\entities\signalement.dart,202,lastStatusUpdate,INTERNAL,'lastStatusUpdate': now.toIso8601Strin
lib\domain\entities\signalement.dart,203,lastUpdatedBy,INTERNAL,"(updatedBy != null) 'lastUpdatedBy': updatedBy,"
lib\domain\entities\signalement.dart,215,assignedAt,INTERNAL,'assignedAt': DateTime.now().toI
lib\domain\entities\signalement.dart,216,assignedBy,INTERNAL,"'assignedBy': userId,"
